"GEORGIA SECRETARY OF STATE
SSVRZ376R3 VOTER REGISTRATION SYSTEM SECRETARY OF STATE
ACTIVE/INACTIVE VOTERS BY RACE/GENDER/DISTRICT
GENERAL ELECTION VOTING HISTORY SUMMARY
ELECTION DATE: NOVEMBER 03, 2020 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTY NAME,COUNTY CODE,BLACK MALE,,,BLACK FEMALE,,,BLACK UNKNOWN,,,WHITE MALE,,,WHITE FEMALE,,,WHITE UNKNOWN,,,ASIA-PI MALE,,,ASIA-PI FEMALE,,,ASIA-PI UNKNOWN,,,HISP-LT MALE,,,HISP-LT FEMALE,,,HISP-LT UNKNOWN,,,NATIVE-AM MALE,,,NATIVE-AM FEMALE,,,NATIVE-AM UNKNOWN,,,OTHER MALE,,,OTHER FEMALE,,,OTHER UNKNOWN,,,UNKNOWN MALE,,,UNKNOWN FEMALE,,,UNKNOWN,,,TOTAL VOTERS,,
,,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%,Reg #,Voted,%
HALL,069,4215,2128,50.49,5046,3226,63.93,17,8,47.06,44393,32352,72.88,48998,36876,75.26,159,118,74.21,842,475,56.41,962,600,62.37,11,8,72.73,6599,2822,42.76,6872,3797,55.25,46,32,69.57,115,68,59.13,109,70,64.22,0,0,0,811,420,51.79,865,527,60.92,3,1,33.33,8256,3384,40.99,7324,3673,50.15,74,52,70.27,135717,90637,66.78
HANCOCK,070,1869,1099,58.80,2249,1657,73.68,3,1,33.33,826,619,74.94,796,607,76.26,2,2,100,7,4,57.14,5,4,80,0,0,0,11,7,63.64,5,2,40,0,0,0,3,3,100,2,1,50,0,0,0,18,8,44.44,21,11,52.38,0,0,0,170,73,42.94,157,79,50.32,1,1,100,6145,4178,67.99
HARALSON,071,415,187,45.06,436,251,57.57,1,0,0,9081,6193,68.2,9919,6898,69.54,21,13,61.9,48,27,56.25,64,42,65.62,0,0,0,61,32,52.46,58,35,60.34,0,0,0,22,8,36.36,26,13,50,0,0,0,73,38,52.05,67,31,46.27,1,1,100,695,254,36.55,593,271,45.7,4,3,75,21585,14297,66.24
HARRIS,072,1821,1214,66.67,2070,1563,75.51,5,4,80,9807,7453,76,10450,8144,77.93,14,10,71.43,82,53,64.63,146,98,67.12,1,1,100,231,150,64.94,262,172,65.65,1,1,100,26,19,73.08,21,16,76.19,0,0,0,167,96,57.49,162,107,66.05,0,0,0,874,497,56.86,811,507,62.52,8,4,50,26959,20109,74.59
HART,073,1100,589,53.55,1494,986,66,2,0,0,6512,4950,76.01,7233,5486,75.85,19,14,73.68,72,52,72.22,80,55,68.75,0,0,0,68,36,52.94,76,42,55.26,0,0,0,8,6,75,10,7,70,0,0,0,55,28,50.91,52,26,50,0,0,0,517,241,46.62,515,288,55.92,5,4,80,17818,12810,71.89
HEARD,074,329,166,50.46,382,268,70.16,0,0,0,3250,2251,69.26,3505,2434,69.44,8,7,87.5,12,8,66.67,21,16,76.19,0,0,0,28,14,50,24,18,75,1,1,100,8,4,50,12,10,83.33,0,0,0,42,17,40.48,42,22,52.38,0,0,0,264,93,35.23,187,81,43.32,1,0,0,8116,5410,66.66
HENRY,075,34930,22027,63.06,45669,33745,73.89,87,63,72.41,32764,22828,69.67,35577,25760,72.41,66,49,74.24,1724,993,57.6,1995,1251,62.71,14,9,64.29,2686,1331,49.55,3251,1924,59.18,13,7,53.85,185,80,43.24,146,90,61.64,0,0,0,2706,1459,53.92,3259,2070,63.52,12,5,41.67,7752,4233,54.61,8716,5578,64,87,62,71.26,181639,123564,68.03
HOUSTON,076,14712,8457,57.48,19622,13202,67.28,81,30,37.04,30649,21445,69.97,33349,23499,70.46,76,50,65.79,1092,649,59.43,1362,879,64.54,10,6,60,1281,701,54.72,1700,929,54.65,7,4,57.14,107,49,45.79,127,64,50.39,4,2,50,891,460,51.63,1105,642,58.1,10,3,30,4413,1943,44.03,4078,2082,51.05,93,48,51.61,114769,75144,65.47
IRWIN,077,611,275,45.01,840,514,61.19,0,0,0,2178,1559,71.58,2291,1675,73.11,2,2,100,11,9,81.82,14,8,57.14,0,0,0,31,11,35.48,34,19,55.88,0,0,0,2,1,50,7,6,85.71,0,0,0,12,4,33.33,10,4,40,0,0,0,121,49,40.5,85,43,50.59,2,1,50,6251,4180,66.87
JACKSON,078,1584,852,53.79,1748,1185,67.79,5,3,60,20630,14963,72.53,22339,16696,74.74,43,30,69.77,388,190,48.97,402,245,60.95,2,2,100,884,495,56,1005,615,61.19,2,1,50,37,22,59.46,34,27,79.41,0,0,0,293,147,50.17,304,201,66.12,1,1,100,2395,1070,44.68,2164,1087,50.23,20,13,65,54280,37845,69.72
JASPER,079,848,466,54.95,1015,706,69.56,0,0,0,4097,2978,72.69,4269,3253,76.2,4,3,75,13,8,61.54,15,9,60,0,0,0,68,25,36.76,64,30,46.88,0,0,0,8,7,87.5,6,4,66.67,0,0,0,31,20,64.52,23,12,52.17,0,0,0,158,63,39.87,153,63,41.18,0,0,0,10772,7647,70.99
JEFF DAVIS,080,612,286,46.73,749,451,60.21,0,0,0,3198,2203,68.89,3625,2560,70.62,8,6,75,14,6,42.86,14,6,42.86,0,0,0,119,43,36.13,157,63,40.13,0,0,0,4,1,25,6,4,66.67,0,0,0,29,7,24.14,31,9,29.03,0,0,0,235,76,32.34,220,71,32.27,1,1,100,9022,5793,64.21
JEFFERSON,081,2448,1312,53.59,3309,2311,69.84,10,8,80,2264,1716,75.8,2434,1871,76.87,3,2,66.67,12,4,33.33,18,7,38.89,0,0,0,23,13,56.52,23,14,60.87,0,0,0,7,3,42.86,7,3,42.86,0,0,0,26,14,53.85,45,22,48.89,1,1,100,440,181,41.14,421,198,47.03,4,3,75,11495,7683,66.84
JENKINS,082,814,406,49.88,1077,705,65.46,1,0,0,1421,1012,71.22,1549,1151,74.31,4,2,50,6,3,50,6,5,83.33,2,1,50,14,6,42.86,12,4,33.33,0,0,0,3,1,33.33,3,1,33.33,0,0,0,6,1,16.67,14,9,64.29,0,0,0,255,93,36.47,179,60,33.52,1,0,0,5367,3460,64.47
JOHNSON,083,735,408,55.51,949,699,73.66,0,0,0,1763,1367,77.54,1987,1539,77.45,3,1,33.33,12,11,91.67,7,5,71.43,0,0,0,7,2,28.57,9,3,33.33,0,0,0,2,1,50,1,1,100,0,0,0,10,5,50,2,0,0,0,0,0,110,33,30,96,41,42.71,0,0,0,5693,4116,72.3
JONES,084,2251,1483,65.88,2800,2140,76.43,1,0,0,7035,5094,72.41,7715,5751,74.54,7,5,71.43,35,21,60,62,43,69.35,0,0,0,63,33,52.38,80,54,67.5,0,0,0,19,13,68.42,17,9,52.94,0,0,0,84,51,60.71,86,54,62.79,0,0,0,417,145,34.77,291,129,44.33,1,0,0,20964,15025,71.67
LAMAR,085,1322,709,53.63,1686,1155,68.51,0,0,0,4358,3118,71.55,4696,3509,74.72,4,3,75,19,13,68.42,27,12,44.44,0,0,0,50,20,40,66,33,50,0,0,0,15,4,26.67,15,12,80,0,0,0,59,25,42.37,62,38,61.29,0,0,0,448,193,43.08,417,225,53.96,1,0,0,13245,9069,68.47
LANIER,086,599,287,47.91,686,402,58.6,0,0,0,2018,1221,60.51,2370,1389,58.61,2,2,100,15,8,53.33,28,17,60.71,0,0,0,63,25,39.68,73,35,47.95,0,0,0,12,4,33.33,13,8,61.54,0,0,0,29,16,55.17,43,20,46.51,0,0,0,181,73,40.33,157,82,52.23,2,0,0,6291,3589,57.05
LAURENS,087,4838,2486,51.38,6586,4226,64.17,12,5,41.67,9300,6960,74.84,10421,7894,75.75,13,11,84.62,106,77,72.64,119,84,70.59,2,1,50,146,65,44.52,159,77,48.43,0,0,0,24,6,25,33,14,42.42,1,1,100,140,73,52.14,169,95,56.21,0,0,0,922,350,37.96,768,380,49.48,6,5,83.33,33765,22810,67.56
LEE,088,2008,1229,61.21,2629,1855,70.56,11,3,27.27,8183,5809,70.99,8934,6550,73.32,30,16,53.33,169,100,59.17,182,119,65.38,2,1,50,134,66,49.25,166,97,58.43,2,1,50,28,11,39.29,20,12,60,0,0,0,109,60,55.05,86,54,62.79,1,0,0,888,389,43.81,800,401,50.12,19,7,36.84,24401,16780,68.77
LIBERTY,089,7673,4109,53.55,9829,5972,60.76,24,8,33.33,6673,3706,55.54,7401,4164,56.26,9,7,77.78,320,114,35.62,456,241,52.85,0,0,0,1227,431,35.13,1468,587,39.99,1,0,0,43,17,39.53,78,36,46.15,0,0,0,412,172,41.75,611,274,44.84,1,0,0,2831,741,26.17,2486,890,35.8,12,8,66.67,41555,21477,51.68
LINCOLN,090,735,464,63.13,932,677,72.64,0,0,0,2047,1581,77.23,2143,1656,77.27,2,0,0,4,3,75,12,7,58.33,0,0,0,15,8,53.33,14,6,42.86,0,0,0,7,2,28.57,7,5,71.43,0,0,0,22,9,40.91,18,11,61.11,1,1,100,233,113,48.5,204,125,61.27,1,0,0,6397,4668,72.97
LONG,091,1186,583,49.16,1419,822,57.93,2,0,0,2672,1645,61.56,2994,1776,59.32,5,2,40,48,22,45.83,82,43,52.44,1,0,0,269,107,39.78,307,119,38.76,0,0,0,15,10,66.67,19,11,57.89,0,0,0,99,49,49.49,122,63,51.64,2,1,50,657,206,31.35,592,222,37.5,7,4,57.14,10498,5685,54.15
LOWNDES,092,12008,5193,43.25,15817,8717,55.11,22,10,45.45,21423,13483,62.94,23971,15358,64.07,42,24,57.14,447,222,49.66,586,325,55.46,3,1,33.33,956,369,38.6,1164,510,43.81,4,4,100,132,61,46.21,131,65,49.62,2,0,0,988,392,39.68,1142,565,49.47,3,3,100,1670,562,33.65,1559,626,40.15,43,13,30.23,82113,46503,56.63
LUMPKIN,093,108,37,34.26,87,49,56.32,0,0,0,9821,6786,69.1,10550,7482,70.92,10,9,90,42,26,61.9,61,39,63.93,0,0,0,197,89,45.18,194,114,58.76,0,0,0,61,35,57.38,46,31,67.39,0,0,0,105,58,55.24,115,57,49.57,0,0,0,975,417,42.77,778,378,48.59,7,5,71.43,23157,15612,67.42
MACON,094,1924,1026,53.33,2436,1604,65.85,2,0,0,1252,887,70.85,1290,924,71.63,2,2,100,45,28,62.22,28,19,67.86,0,0,0,36,9,25,53,25,47.17,0,0,0,3,1,33.33,1,0,0,0,0,0,19,5,26.32,22,3,13.64,0,0,0,162,68,41.98,128,65,50.78,1,1,100,7404,4667,63.03
MADISON,095,864,467,54.05,970,693,71.44,2,0,0,8178,5965,72.94,8956,6585,73.53,26,19,73.08,99,62,62.63,122,84,68.85,2,0,0,177,84,47.46,216,116,53.7,0,0,0,25,15,60,23,12,52.17,0,0,0,90,45,50,93,57,61.29,1,1,100,865,385,44.51,771,395,51.23,12,6,50,21492,14991,69.75
MARION,096,700,413,59.00,844,646,76.54,0,0,0,1524,1144,75.07,1657,1218,73.51,5,3,60,22,9,40.91,25,14,56,0,0,0,51,26,50.98,46,29,63.04,0,0,0,4,2,50,7,4,57.14,0,0,0,15,8,53.33,26,18,69.23,0,0,0,117,58,49.57,92,51,55.43,1,1,100,5136,3644,70.95
MCDUFFIE,097,2599,1324,50.94,3500,2297,65.63,0,0,0,4343,3114,71.7,4903,3545,72.3,0,0,0,25,12,48,32,16,50,0,0,0,67,27,40.3,85,46,54.12,0,0,0,10,4,40,14,8,57.14,0,0,0,31,15,48.39,37,21,56.76,0,0,0,77,45,58.44,71,38,53.52,0,0,0,15794,10512,66.56
MCINTOSH,098,1280,764,59.69,1504,1104,73.4,0,0,0,3106,2171,69.9,3310,2303,69.58,3,3,100,16,7,43.75,17,11,64.71,0,0,0,36,16,44.44,52,18,34.62,0,0,0,5,3,60,11,5,45.45,0,0,0,38,21,55.26,50,21,42,0,0,0,303,139,45.87,213,122,57.28,1,0,0,9945,6708,67.45
MERIWETHER,099,2389,1310,54.83,3127,2210,70.67,3,0,0,4392,3215,73.2,4704,3501,74.43,6,5,83.33,17,11,64.71,23,17,73.91,0,0,0,41,21,51.22,59,35,59.32,0,0,0,14,7,50,15,9,60,1,1,100,54,31,57.41,68,37,54.41,1,1,100,602,234,38.87,519,282,54.34,3,0,0,16038,10927,68.13
MILLER,100,468,217,46.37,634,392,61.83,0,0,0,1384,1013,73.19,1530,1153,75.36,0,0,0,2,1,50,4,3,75,0,0,0,11,5,45.45,18,8,44.44,0,0,0,1,0,0,6,4,66.67,0,0,0,7,2,28.57,6,2,33.33,1,1,100,72,28,38.89,50,21,42,0,0,0,4194,2850,67.95
MITCHELL,101,2565,1246,48.58,3467,2258,65.13,6,3,50,3302,2354,71.29,3633,2668,73.44,7,5,71.43,21,20,95.24,29,20,68.97,0,0,0,88,33,37.5,83,29,34.94,0,0,0,6,4,66.67,14,4,28.57,0,0,0,41,11,26.83,40,13,32.5,0,0,0,474,153,32.28,438,182,41.55,8,5,62.5,14222,9008,63.34
MONROE,102,1899,1112,58.56,2277,1643,72.16,10,5,50,7490,5640,75.3,7926,6132,77.37,16,12,75,64,44,68.75,71,54,76.06,1,1,100,95,43,45.26,80,52,65,0,0,0,17,5,29.41,29,17,58.62,0,0,0,97,53,54.64,111,68,61.26,1,1,100,723,380,52.56,624,389,62.34,11,4,36.36,21542,15655,72.67
MONTGOMERY,103,573,323,56.37,670,462,68.96,1,1,100,1886,1394,73.91,2102,1586,75.45,3,2,66.67,5,3,60,8,3,37.5,0,0,0,52,23,44.23,57,23,40.35,0,0,0,3,2,66.67,2,1,50,0,0,0,12,7,58.33,19,6,31.58,0,0,0,170,55,32.35,139,51,36.69,1,1,100,5703,3943,69.14
MORGAN,104,1258,710,56.44,1609,1164,72.34,4,3,75,5493,4401,80.12,6012,4896,81.44,7,4,57.14,29,18,62.07,40,28,70,0,0,0,69,40,57.97,75,47,62.67,0,0,0,8,4,50,9,5,55.56,0,0,0,37,18,48.65,46,28,60.87,0,0,0,359,189,52.65,308,197,63.96,2,2,100,15365,11754,76.5
MURRAY,105,76,30,39.47,61,30,49.18,0,0,0,9499,6526,68.7,10491,7228,68.9,12,10,83.33,22,10,45.45,33,20,60.61,0,0,0,625,279,44.64,671,399,59.46,3,2,66.67,19,8,42.11,16,9,56.25,0,0,0,83,44,53.01,84,45,53.57,0,0,0,967,403,41.68,841,398,47.32,3,2,66.67,23506,15443,65.7
MUSCOGEE,106,26825,13391,49.92,36545,22676,62.05,69,24,34.78,25044,16072,64.18,30045,19796,65.89,77,46,59.74,1084,577,53.23,1333,828,62.12,9,4,44.44,2014,922,45.78,2333,1172,50.24,11,7,63.64,124,51,41.13,141,65,46.1,3,3,100,1203,521,43.31,1657,852,51.42,7,3,42.86,4826,1849,38.31,5021,2355,46.9,105,49,46.67,138476,81263,58.68
NEWTON,107,15597,9006,57.74,21572,15028,69.66,4,1,25,16580,11794,71.13,18535,13623,73.5,8,7,87.5,214,125,58.41,289,169,58.48,2,2,100,791,371,46.9,1001,545,54.45,1,1,100,75,35,46.67,75,38,50.67,0,0,0,559,273,48.84,770,437,56.75,1,1,100,3915,1444,36.88,3609,1633,45.25,7,6,85.71,83605,54539,65.23
OCONEE,108,562,348,61.92,723,522,72.2,3,1,33.33,12489,10272,82.25,13620,11400,83.7,25,19,76,384,285,74.22,438,333,76.03,1,1,100,320,210,65.62,328,247,75.3,3,2,66.67,16,9,56.25,18,14,77.78,0,0,0,161,106,65.84,149,113,75.84,2,1,50,1220,757,62.05,1108,753,67.96,19,13,68.42,31589,25406,80.43
OGLETHORPE,109,730,416,56.99,861,623,72.36,0,0,0,4056,3099,76.41,4305,3409,79.19,11,5,45.45,14,8,57.14,20,13,65,0,0,0,101,56,55.45,91,54,59.34,1,0,0,9,4,44.44,5,5,100,0,0,0,50,33,66,54,32,59.26,1,1,100,418,206,49.28,368,203,55.16,6,4,66.67,11101,8171,73.61
PAULDING,110,10592,6625,62.55,13277,9675,72.87,31,23,74.19,39263,27594,70.28,42525,31241,73.47,74,61,82.43,411,236,57.42,563,385,68.38,2,2,100,2022,1163,57.52,2322,1523,65.59,7,5,71.43,142,71,50,137,84,61.31,1,1,100,979,557,56.89,1183,774,65.43,2,2,100,4948,2615,52.85,4972,3021,60.76,47,36,76.6,123500,85694,69.39
PEACH,111,3514,1860,52.93,4340,2838,65.39,5,4,80,4534,3283,72.41,4922,3574,72.61,16,10,62.5,44,26,59.09,69,44,63.77,0,0,0,277,117,42.24,311,173,55.63,0,0,0,18,13,72.22,14,9,64.29,0,0,0,102,58,56.86,109,61,55.96,0,0,0,549,229,41.71,525,269,51.24,9,3,33.33,19358,12571,64.94
PICKENS,112,99,44,44.44,104,57,54.81,0,0,0,10442,7482,71.65,11336,8278,73.02,0,0,0,45,28,62.22,53,31,58.49,0,0,0,106,57,53.77,150,87,58,0,0,0,19,9,47.37,20,17,85,0,0,0,51,29,56.86,65,42,64.62,0,0,0,1118,443,39.62,882,391,44.33,0,0,0,24490,16995,69.4
PIERCE,113,442,221,50.00,556,339,60.97,2,1,50,5060,3693,72.98,5660,4185,73.94,16,11,68.75,17,8,47.06,28,18,64.29,1,1,100,48,23,47.92,69,37,53.62,0,0,0,12,7,58.33,11,7,63.64,1,0,0,36,18,50,31,11,35.48,0,0,0,529,233,44.05,525,258,49.14,12,8,66.67,13056,9079,69.54
PIKE,114,558,334,59.86,598,454,75.92,0,0,0,5722,4403,76.95,6193,4877,78.75,10,9,90,14,12,85.71,30,21,70,0,0,0,36,20,55.56,53,36,67.92,0,0,0,12,9,75,5,3,60,0,0,0,44,25,56.82,42,32,76.19,0,0,0,491,259,52.75,402,253,62.94,3,3,100,14213,10750,75.63
POLK,115,1149,594,51.70,1622,1059,65.29,3,2,66.67,9445,6788,71.87,10541,7587,71.98,25,17,68,31,15,48.39,54,38,70.37,0,0,0,344,150,43.6,361,226,62.6,2,2,100,10,3,30,13,8,61.54,0,0,0,118,57,48.31,117,59,50.43,2,2,100,882,378,42.86,759,406,53.49,5,2,40,25483,17393,68.25
PULASKI,116,730,346,47.40,957,593,61.96,1,0,0,1928,1398,72.51,2119,1537,72.53,4,4,100,16,13,81.25,16,12,75,0,0,0,27,14,51.85,26,14,53.85,0,0,0,4,1,25,4,3,75,0,0,0,35,13,37.14,41,21,51.22,0,0,0,116,46,39.66,103,45,43.69,0,0,0,6127,4060,66.26
PUTNAM,117,1468,808,55.04,1979,1364,68.92,2,2,100,5561,4308,77.47,5992,4706,78.54,12,8,66.67,30,12,40,43,28,65.12,0,0,0,113,58,51.33,134,77,57.46,0,0,0,15,8,53.33,3,2,66.67,0,0,0,60,28,46.67,50,28,56,0,0,0,501,239,47.7,437,245,56.06,5,2,40,16405,11923,72.68
QUITMAN,118,287,178,62.02,431,279,64.73,0,0,0,416,290,69.71,450,306,68,0,0,0,3,2,66.67,4,2,50,0,0,0,6,4,66.67,8,5,62.5,0,0,0,6,3,50,9,4,44.44,0,0,0,5,3,60,6,4,66.67,0,0,0,47,20,42.55,39,18,46.15,0,0,0,1717,1118,65.11
RABUN,119,34,15,44.12,41,19,46.34,0,0,0,5719,4196,73.37,6294,4690,74.52,18,11,61.11,15,12,80,27,16,59.26,0,0,0,132,52,39.39,115,64,55.65,0,0,0,13,5,38.46,18,10,55.56,0,0,0,37,23,62.16,39,23,58.97,0,0,0,485,255,52.58,441,241,54.65,2,2,100,13430,9634,71.73
RANDOLPH,120,991,571,57.62,1442,1013,70.25,5,2,40,862,676,78.42,944,718,76.06,0,0,0,5,2,40,4,2,50,0,0,0,8,6,75,11,4,36.36,0,0,0,3,1,33.33,4,3,75,0,0,0,9,4,44.44,9,6,66.67,0,0,0,94,25,26.6,84,50,59.52,8,2,25,4483,3085,68.82
RICHMOND,121,33603,17733,52.77,43925,28625,65.17,406,138,33.99,22941,14201,61.9,25952,16783,64.67,115,59,51.3,709,328,46.26,992,534,53.83,7,1,14.29,1315,559,42.51,1552,721,46.46,13,2,15.38,153,55,35.95,175,82,46.86,3,0,0,1425,611,42.88,1916,950,49.58,19,6,31.58,7669,2742,35.75,7209,3299,45.76,353,99,28.05,150452,87528,58.18
ROCKDALE,122,16014,9938,62.06,20655,14890,72.09,46,29,63.04,9529,6353,66.67,10501,7333,69.83,19,9,47.37,388,236,60.82,480,316,65.83,1,0,0,972,432,44.44,1049,586,55.86,3,2,66.67,77,38,49.35,73,35,47.95,0,0,0,696,354,50.86,891,518,58.14,4,3,75,3424,1626,47.49,3838,2228,58.05,34,18,52.94,68694,44944,65.43
SCHLEY,123,215,125,58.14,307,227,73.94,0,0,0,1097,871,79.4,1197,965,80.62,2,2,100,5,1,20,13,8,61.54,0,0,0,12,7,58.33,29,16,55.17,0,0,0,1,0,0,1,1,100,0,0,0,11,5,45.45,7,5,71.43,1,1,100,50,27,54,47,23,48.94,0,0,0,2995,2284,76.26
SCREVEN,124,1608,847,52.67,1991,1318,66.2,1,1,100,2602,1940,74.56,2874,2202,76.62,7,6,85.71,15,7,46.67,15,9,60,0,0,0,27,13,48.15,20,10,50,0,0,0,5,2,40,10,4,40,0,0,0,25,15,60,23,12,52.17,0,0,0,443,115,25.96,406,146,35.96,1,1,100,10073,6648,66
SEMINOLE,125,778,336,43.19,1097,639,58.25,0,0,0,1849,1315,71.12,1974,1432,72.54,1,1,100,8,6,75,8,5,62.5,0,0,0,17,9,52.94,29,16,55.17,0,0,0,3,0,0,5,2,40,0,0,0,16,7,43.75,22,15,68.18,0,0,0,138,52,37.68,140,69,49.29,1,1,100,6086,3905,64.16
SPALDING,126,6540,3072,46.97,8912,5353,60.07,19,10,52.63,13442,9000,66.95,14996,10339,68.95,25,16,64,110,59,53.64,165,98,59.39,0,0,0,393,172,43.77,489,239,48.88,1,0,0,49,24,48.98,45,19,42.22,1,0,0,295,119,40.34,313,166,53.04,0,0,0,1714,629,36.7,1572,767,48.79,29,16,55.17,49110,30098,61.29
STEPHENS,127,845,390,46.15,1001,558,55.74,0,0,0,7403,4854,65.57,8105,5330,65.76,14,6,42.86,64,28,43.75,65,39,60,0,0,0,99,51,51.52,100,54,54,1,1,100,18,8,44.44,19,10,52.63,0,0,0,79,32,40.51,104,48,46.15,0,0,0,670,233,34.78,603,269,44.61,7,1,14.29,19197,11912,62.05
STEWART,128,806,425,52.73,976,664,68.03,2,1,50,583,400,68.61,578,416,71.97,1,1,100,2,1,50,4,1,25,0,0,0,9,6,66.67,4,1,25,0,0,0,3,0,0,0,0,0,0,0,0,12,6,50,4,3,75,1,1,100,62,25,40.32,57,34,59.65,0,0,0,3104,1985,63.95
SUMTER,129,3626,1947,53.70,5233,3410,65.16,7,5,71.43,3910,2930,74.94,4419,3388,76.67,10,7,70,53,38,71.7,66,36,54.55,0,0,0,101,46,45.54,131,57,43.51,0,0,0,5,3,60,5,3,60,0,0,0,64,38,59.38,69,33,47.83,0,0,0,376,129,34.31,330,167,50.61,4,1,25,18409,12238,66.48
TALBOT,130,1076,732,68.03,1405,1124,80,0,0,0,944,719,76.17,1008,774,76.79,0,0,0,2,2,100,6,5,83.33,0,0,0,14,8,57.14,19,10,52.63,0,0,0,3,2,66.67,5,4,80,0,0,0,16,6,37.5,19,9,47.37,2,1,50,120,65,54.17,78,48,61.54,0,0,0,4717,3509,74.39
TALIAFERRO,131,358,235,65.64,343,267,77.84,0,0,0,258,193,74.81,252,203,80.56,0,0,0,0,0,0,1,1,100,0,0,0,7,3,42.86,3,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60,4,1,25,0,0,0,29,14,48.28,19,13,68.42,1,1,100,1280,935,73.05
TATTNALL,132,1050,543,51.71,1355,846,62.44,6,2,33.33,4003,2897,72.37,4504,3293,73.11,12,8,66.67,19,12,63.16,29,21,72.41,0,0,0,172,58,33.72,234,116,49.57,1,0,0,9,5,55.56,7,3,42.86,0,0,0,56,27,48.21,55,26,47.27,0,0,0,649,183,28.2,554,182,32.85,8,4,50,12723,8226,64.65
TAYLOR,133,805,442,54.91,1068,719,67.32,3,0,0,1545,1183,76.57,1636,1278,78.12,5,5,100,9,4,44.44,6,3,50,0,0,0,18,9,50,28,17,60.71,0,0,0,1,1,100,2,2,100,0,0,0,12,5,41.67,12,7,58.33,0,0,0,177,74,41.81,151,88,58.28,1,1,100,5479,3838,70.05
TELFAIR,134,890,487,54.72,1154,777,67.33,3,3,100,1873,1403,74.91,2045,1489,72.81,3,1,33.33,12,6,50,7,7,100,0,0,0,20,7,35,26,17,65.38,1,0,0,7,4,57.14,5,4,80,0,0,0,21,5,23.81,18,10,55.56,0,0,0,192,63,32.81,172,67,38.95,7,7,100,6456,4357,67.49
TERRELL,135,1664,803,48.26,2149,1415,65.84,7,3,42.86,1270,990,77.95,1312,1024,78.05,4,4,100,15,8,53.33,7,3,42.86,0,0,0,13,7,53.85,22,6,27.27,0,0,0,4,1,25,4,1,25,0,0,0,27,14,51.85,22,7,31.82,0,0,0,200,63,31.5,195,84,43.08,1,0,0,6916,4433,64.1
THOMAS,136,4220,2150,50.95,5998,3980,66.36,9,3,33.33,8906,6568,73.75,10191,7666,75.22,26,19,73.08,102,53,51.96,102,62,60.78,0,0,0,134,59,44.03,190,111,58.42,0,0,0,31,17,54.84,30,15,50,0,0,0,122,64,52.46,133,80,60.15,0,0,0,1052,504,47.91,1062,584,54.99,7,3,42.86,32315,21938,67.89
TIFT,137,3031,1236,40.78,4224,2261,53.53,20,7,35,7413,5311,71.64,8631,6264,72.58,20,15,75,117,69,58.97,117,72,61.54,1,1,100,508,197,38.78,537,243,45.25,4,4,100,12,3,25,13,8,61.54,0,0,0,107,39,36.45,138,61,44.2,1,1,100,593,249,41.99,576,265,46.01,20,11,55,26083,16317,62.56
TOOMBS,138,1629,744,45.67,2306,1348,58.46,4,0,0,5063,3656,72.21,5929,4393,74.09,15,11,73.33,41,24,58.54,44,29,65.91,0,0,0,237,83,35.02,288,132,45.83,1,1,100,7,3,42.86,6,3,50,0,0,0,66,29,43.94,117,52,44.44,0,0,0,804,221,27.49,693,229,33.04,6,3,50,17256,10961,63.52
TOWNS,139,19,8,42.11,25,14,56,0,0,0,4708,3500,74.34,5348,3979,74.4,8,6,75,15,8,53.33,18,14,77.78,0,0,0,36,25,69.44,61,37,60.66,1,1,100,10,1,10,4,2,50,0,0,0,47,33,70.21,43,31,72.09,0,0,0,294,183,62.24,276,176,63.77,0,0,0,10913,8018,73.47
TREUTLEN,140,561,309,55.08,765,545,71.24,0,0,0,1440,1015,70.49,1486,1110,74.7,2,2,100,5,2,40,6,5,83.33,0,0,0,11,6,54.55,9,4,44.44,0,0,0,1,1,100,4,0,0,0,0,0,4,3,75,10,3,30,0,0,0,111,47,42.34,93,48,51.61,3,2,66.67,4511,3102,68.77
TROUP,141,6211,2993,48.19,8755,5525,63.11,16,4,25,12741,9033,70.9,14662,10602,72.31,29,18,62.07,209,114,54.55,203,123,60.59,1,0,0,234,121,51.71,260,150,57.69,4,3,75,27,11,40.74,26,16,61.54,0,0,0,217,101,46.54,253,120,47.43,5,4,80,1495,617,41.27,1291,625,48.41,30,10,33.33,46669,30190,64.69
TURNER,142,915,421,46.01,1239,786,63.44,1,1,100,1563,1133,72.49,1733,1283,74.03,2,1,50,12,3,25,16,5,31.25,0,0,0,37,20,54.05,37,20,54.05,0,0,0,6,4,66.67,5,3,60,0,0,0,18,7,38.89,16,6,37.5,0,0,0,133,54,40.6,103,57,55.34,2,0,0,5838,3804,65.16
